    ID      Name        Seed      NumOptions                                              SolverGA                                                                                    SolverSA                                                                                  SolverMISOCP                                      
    __    _________    ______    _____________    ________________________________________________________________________________________    ________________________________________________________________________________________    ________________________________________________________________________________________
    37    "shape32"    "1841"    "2.27819e+21"    "30.00 [mins], 7.38e+02 [CA], 4.62e+01 [UCA], 4.62e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.42e+02 [CA], 4.23e+01 [UCA], 4.08e+01 [OLA], 1.44e+00 [OSA], [Fail   ]"    "00.12 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    38    "shape32"    "5440"    "2.27819e+21"    "30.00 [mins], 7.37e+02 [CA], 4.68e+01 [UCA], 4.10e+01 [OLA], 5.81e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.36e+02 [CA], 4.79e+01 [UCA], 4.50e+01 [OLA], 2.94e+00 [OSA], [Fail   ]"    "00.45 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    39    "shape32"    "1518"    "2.27819e+21"    "30.00 [mins], 7.53e+02 [CA], 3.11e+01 [UCA], 3.11e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.66e+02 [CA], 1.83e+01 [UCA], 1.83e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "00.38 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    40    "shape33"    "1841"    "2.18111e+21"    "30.00 [mins], 7.50e+02 [CA], 3.36e+01 [UCA], 3.36e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.26e+02 [CA], 5.81e+01 [UCA], 3.76e+01 [OLA], 2.05e+01 [OSA], [Fail   ]"    "30.04 [mins], 7.84e+02 [CA], 6.47e-03 [UCA], 6.46e-03 [OLA], 7.17e-08 [OSA], [Success]"
    41    "shape33"    "5440"    "2.18111e+21"    "30.00 [mins], 7.33e+02 [CA], 5.05e+01 [UCA], 5.05e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.62e+02 [CA], 2.25e+01 [UCA], 2.25e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "21.06 [mins], 7.84e+02 [CA], 6.47e-03 [UCA], 6.46e-03 [OLA], 7.17e-08 [OSA], [Success]"
    42    "shape33"    "1518"    "2.18111e+21"    "30.00 [mins], 7.64e+02 [CA], 1.98e+01 [UCA], 1.98e+01 [OLA], 4.00e-03 [OSA], [Fail   ]"    "30.00 [mins], 7.46e+02 [CA], 3.82e+01 [UCA], 3.82e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "06.33 [mins], 7.84e+02 [CA], 6.47e-03 [UCA], 6.46e-03 [OLA], 7.17e-08 [OSA], [Success]"
    43    "shape35"    "1841"    "1.11395e+21"    "30.00 [mins], 7.46e+02 [CA], 3.85e+01 [UCA], 3.72e+01 [OLA], 1.29e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.53e+02 [CA], 3.10e+01 [UCA], 2.87e+01 [OLA], 2.29e+00 [OSA], [Fail   ]"    "30.03 [mins], 7.84e+02 [CA], 4.03e-03 [UCA], 4.03e-03 [OLA], 0.00e+00 [OSA], [Success]"
    44    "shape35"    "5440"    "1.11395e+21"    "30.00 [mins], 7.41e+02 [CA], 4.25e+01 [UCA], 4.12e+01 [OLA], 1.33e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.66e+02 [CA], 1.83e+01 [UCA], 1.83e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.03 [mins], 7.84e+02 [CA], 4.83e-03 [UCA], 4.03e-03 [OLA], 8.01e-04 [OSA], [Success]"
    45    "shape35"    "1518"    "1.11395e+21"    "30.00 [mins], 7.51e+02 [CA], 3.32e+01 [UCA], 3.21e+01 [OLA], 1.08e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.49e+02 [CA], 3.48e+01 [UCA], 2.68e+01 [OLA], 7.94e+00 [OSA], [Fail   ]"    "25.54 [mins], 7.84e+02 [CA], 4.80e-03 [UCA], 4.80e-03 [OLA], 0.00e+00 [OSA], [Success]"
    46    "shape37"    "1841"    "1.49120e+21"    "30.00 [mins], 7.54e+02 [CA], 3.01e+01 [UCA], 2.94e+01 [OLA], 7.21e-01 [OSA], [Fail   ]"    "30.00 [mins], 7.58e+02 [CA], 2.60e+01 [UCA], 2.60e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "00.13 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
